id,name,road_address,phone_number,latitude,longitude,rating,img_url,comment,restaurant_type,like,hate
10,진미통닭,경기도 수원시 팔달구 정조로800번길 21,031-255-3401,37.2796486,127.0181196,3.9,https://mp-seoul-image-production-s3.mangoplate.com/13365/1177085_1655542439436_11244,"['치킨', '후라이드', '양념', '통닭', '진미통닭', '포장', '수원', '옛날', '사람', '생각', '소스', '방문', '진미', '바삭하', '유명', '가격', '닭똥집', '정도', '똥집', '튀김옷', '왕갈비통닭', '통닭거리', '완전', '다음', '진짜', '평범', '소금', '친절', '양념치킨', '용성', '가마솥', '추천', '기대']",-,0,0
11,한성치킨,경기도 김포시 양촌읍 석모로73번길 85,031-987-2744,37.6495282,126.6426843,3.8,https://mp-seoul-image-production-s3.mangoplate.com/1380675_1620990718031248.jpg,"['치킨', '튀김옷', '주문', '정도', '생각', '후라이드', '바삭함', '자체', '상태', '한성치킨', '반반', '바삭바삭하', '스타일', '양념', '진짜', '가격', '사람']",-,0,0
12,제주스럽닭,제주특별자치도 서귀포시 천제연로178번길 14-2,064-738-0044,33.2509218,126.423203,3.8,https://mp-seoul-image-production-s3.mangoplate.com/354751/37208_1653483095991_5334,"['제주', '치킨', '댕귤치킨', '전복', '배달', '포장', '전복튀김', '생각', '소스', '서비스']",-,0,0
13,원주통닭,대구광역시 중구 동성로6길 42-6,053-424-5129,35.86841941,128.59762748,3.7,https://mp-seoul-image-production-s3.mangoplate.com/17486/457236_1495677070264_457236_1495671416284_26253,"['양념', '원주통닭', '대구', '치킨', '통닭', '양념치킨', '후라이드', '뭔가', '소스', '진짜', '정도', '설명', '실망', '포장', '우리', '치킨무', '옛날', '친구', '순살', '근데', '튀김옷', '도착', '반반', '양념소스', '생각', '여기', '냄새', '뉴욕통닭', '누구', '대구통닭', '간장', '친구들', '황금올리브판데', '만점', '기대']",-,0,0
14,원조신포닭강정,인천광역시 중구 우현로49번길 3,032-762-5853,37.4716136,126.628176,3.7,https://mp-seoul-image-production-s3.mangoplate.com/27597_1608385547590361.jpg,"['닭강정', '양념', '물엿', '포장', '생각', '양념치킨', '신포시장', '시간', '시장', '치킨', '매장', '정도', '사람', '방문', '인천', '단맛', '후라이드', '신포닭강정', '소스', '고추', '매운맛', '유명', '맛집', '재래시장', '반반', '다음', '자체', '만석', '때문', '튀김옷', '기대', '킬러', '이곳', '튀김', '오랜만', '가게', '원조', '근처', '의사', '바삭하', '주문', '느낌', '사이', '중자', '매콤하', '이걸', '옛날', '신포국제시장', '떡볶이', '음식']",-,0,0
15,명지원이동갈비,경기도 포천시 일동면 화동로 1258,031-536-9919,37.97198729,127.3310169,4.1,https://mp-seoul-image-production-s3.mangoplate.com/705256_1643808797416016.jpg,"['이동갈비', '갈비', '양념', '친절', '포천', '생갈비', '생각', '만원', '한옥', '가격', '동치미', '외관', '가게', '명지원', '리뷰', '반찬', '분위기', '미국산', '방문', '정도', '동치미국수', '깔끔', '단맛', '테이블', '의자', '푸짐', '양념갈비', '이곳', '포천이동갈비', '소고', '국수', '이모님', '최고', '이동갈비집', '운치', '이번', '손님', '서비스', '사람', '여기', '밑반찬', '이동', '소스', '냉면', '갈비집', '숯불', '수정', '한우', '입가', '부모님']",-,0,0
16,동이손만두,경기도 포천시 소흘읍 광릉수목원로 700-3,031-541-6870,37.773399,127.157816,3.8,https://mp-seoul-image-production-s3.mangoplate.com/232069/318595_1634030363896_79684,"['만두', '전골', '해물파전', '국물', '파전', '만두전골', '칼국수', '생각', '정도', '포천', '음식', '식당', '이곳', '방문', '두부', '버섯', '바삭하', '진짜', '푸짐', '김치만두', '주문한', '주문', '시간', '면사', '사람', '튀김', '하나', '야채', '시원', '느낌', '만원', '훌륭', '최고', '담백', '미나리', '메뉴', '건물', '해물', '포장', '물김치', '채소']",-,0,0
17,함병현김치말이국수,경기도 포천시 내촌면 내촌로 175,031-534-0732,37.79455517,127.23072115,3.7,https://mp-seoul-image-production-s3.mangoplate.com/943108_1554501505178537.jpg,"['국수', '김치말', '김치', '김치말이국수', '고명', '두부', '포천', '음식', '생각', '메뉴', '식당', '국물', '대표', '으깬', '육수', '추가잡설', '간판', '방문', '사람', '베어스타운', '근처', '무우김치', '점심']",-,0,0
18,비비비당,부산광역시 해운대구 달맞이길 239-16,051-746-0705,35.16257554,129.18498838,4.6,https://mp-seoul-image-production-s3.mangoplate.com/722502_1656405794650300.jpg,"['빙수', '단호박', '자리', '식혜', '다과', '분위기', '메뉴', '방문', '단호박빙수', '바다', '가격', '카페', '생각', '비비당', '달맞이길', '다식', '부산', '주문', '여기', '단호박식혜', '호박빙수', '진짜', '디저트', '인테리어', '추천', '단맛', '조청', '찻집', '단팥죽', '해운대', '사람', '만족', '호박', '한옥', '마음', '정도', '내부', '코스', '웨이팅', '느낌', '경치', '건물', '맛집', '음료', '호박식혜', '얼음', '시간', '다음', '자체', '공간']",-,0,0
19,부빙,서울특별시 종로구 창의문로 136,02-394-8288,37.5927642,126.9654015,4.5,https://mp-seoul-image-production-s3.mangoplate.com/188766/57716_1646892334940_78901,"['빙수', '메뉴', '얼음', '부빙', '복숭아', '옥수수', '딸기', '웨이팅', '생각', '옥수수빙수', '방문', '부암동', '주문', '카라멜', '소금', '진짜', '정도', '시럽', '시간', '밀크티', '흑임자', '우유', '팥빙수', '딸기빙수', '사람', '후추', '녹차', '일본', '단맛', '가격', '빙수집', '여름', '퓨레', '궁금', '단호박', '디저트', '비주얼', '금귤', '소스', '하나', '이곳', '시원', '고소', '두개', '소루빙', '살구빙수', '복숭아빙수', '설빙', '때문', '날씨']",-,0,0
20,다만프레르,서울특별시 중구 세종대로 136,02-6730-1323,37.5684651,126.9778113,4.4,https://mp-seoul-image-production-s3.mangoplate.com/65043_1620819661748374.jpg,"['밀크티', '빙수', '분위기', '홍차', '종류', '생각', '주문', '가격', '스콘', '다만프레르', '마음', '쟈흐뎅블루', '추천', '정도', '사람', '가향차', '다양', '마카롱', '아쌈', '자리', '얼음', '디저트', '얼그레', '시향', '블루', '카페', '고급', '매장', '살롱', '까눌레', '얼그레이', '딸기', '취향', '공간', '밀크', '잇딜', '친절', '아이스', '경험', '느낌', '은은', '딸기향', '친구', '뭔가', '밀푀유', '테이블', '기억', '식감', '티룸', '가격대']",-,0,0
21,남천동 보성녹차 팥빙수,부산광역시 수영구 수영로394번길 28,051-625-5544,35.140696,129.1086365,4.4,https://mp-seoul-image-production-s3.mangoplate.com/851287_1651319262554176.jpg,"['팥빙수', '빙수', '얼음', '단팥죽', '가격', '녹차가루', '분위기', '우유', '가게', '팥죽', '부산', '방문', '주문', '공간', '감성', '시원', '사람', '테이블', '나무', '정도', '단팥', '이집', '디저트', '생각', '우유얼음', '식감', '화려', '더위', '저렴한', '녹차', '등나무꽃', '시나몬', '알갱이', '당도', '적당', '사진', '추억', '만원', '옛날', '느낌', '실내', '인테리어', '저렴', '동네', '이국적', '가득', '내부', '나무의자', '한그릇', '골목']",-,0,0
22,강정이넘치는집,서울특별시 강남구 학동로 435,02-2201-0447,37.5188154,127.0485997,4.4,https://mp-seoul-image-production-s3.mangoplate.com/2925_1633861099717691.jpg,"['강정', '팥빙수', '디저트', '생각', '정도', '분위기', '방문', '카페', '인절미', '달달하', '식감', '가격', '선물용', '종류', '여기', '공간', '이북식', '빙수', '단맛', '구매', '고소', '마련', '고급', '설명', '음료', '리뷰', '유명', '진짜', '대추', '다양', '얼음', '서비스', '은은', '대추칩', '본인', '우리', '세련', '대추차', '가게', '걱정', '엄마', '테이블', '좌측', '좌석', '추천', '한국식', '오란다', '식사', '기분', '선물']",-,0,0
23,더라이브러리,서울특별시 중구 동호로 249,02-2230-3388,37.55668888,127.0049083,4.3,https://mp-seoul-image-production-s3.mangoplate.com/10248/1108762_1534472264644_66045,"['빙수', '가격', '신라호텔', '생각', '망고', '망고빙수', '웨이팅', '애플망고', '애플망고빙수', '진짜', '정도', '주문', '샌드위치', '애망빙', '애플망', '여름', '다쿠아즈', '방문', '얼음', '애프터눈티', '망빙', '커피', '당도', '호텔', '만원', '분위기', '디저트', '만족', '스콘', '자리', '시간', '더라이브러리', '사람', '시즌', '한번', '여기', '완전', '연주', '이번', '올해', '망고셔벗', '추가', '실망', '메뉴', '아이스크림', '라이브러리', '유명', '구성', '사진', '쵸콜렛']",-,0,0
24,모모상점,대구광역시 중구 국채보상로150길 30,053-424-1019,35.86709156,128.61118266,4.3,https://mp-seoul-image-production-s3.mangoplate.com/264242/3abzpig-q_75mb.jpg,"['빙수', '그래놀라', '떡볶이', '복숭아', '딸기', '복숭아빙수', '체리빙수', '과일', '우유빙수', '얼음', '대구', '딸기빙수', '무화', '말차빙수', '우유', '방문', '여기', '계절', '가격', '모모상점', '주문', '최고', '요거트', '카페', '시럽', '생각', '여름', '이번', '사이']",-,0,0
25,라운지 파라다이스,인천광역시 중구 영종해안남로321번길 186,032-729-2220,37.43743501,126.45535548,4.3,https://mp-seoul-image-production-s3.mangoplate.com/463989_1625486348208499.jpg,"['빙수', '토마토', '호텔', '디저트', '코코넛빙수', '은은', '조합', '크림', '라운지', '파라다이스', '바질', '메뉴', '홍차', '단맛', '식감', '애프터눈', '가격', '개발', '여름', '왕갈비']",-,0,0
26,팥선생,경기도 안양시 동안구 동안로 263,031-384-8945,37.40075326,126.94511602,4.3,https://mp-seoul-image-production-s3.mangoplate.com/34573_1623127539771244.jpg,"['팥빙수', '빙수', '하나', '이전', '연유', '가격', '우유얼음', '여름', '접근성', '방문', '근처', '콩가루', '경우', '고소', '단팥', '식혜']",-,0,0
27,연남살롱,서울특별시 마포구 성미산로 122-1,02-332-3471,37.56265094,126.9204678,4.2,https://mp-seoul-image-production-s3.mangoplate.com/584169_1598461207256877.jpg,"['빙수', '분위기', '푸딩', '카페', '메뉴', '말차푸딩', '밀크티', '얼음', '스프', '시럽', '밀크티빙수', '가격', '아늑', '진짜', '소스', '연남동', '방문', '생각', '토스트', '떡구', '웨이팅', '우유', '적당', '특별', '추천', '다음', '말차빙수', '티라미수', '음료', '인테리어', '사장님', '주문', '근데', '은근', '친구', '정도', '서비스', '녹차', '달달한', '식감', '따뜻한', '가게', '연유', '버터', '메이플', '단맛', '시간', '디저트', '평범', '자체']",-,0,0
28,17도씨,서울특별시 마포구 동교로29길 38,02-337-1706,37.562154,126.9230745,4.2,https://mp-seoul-image-production-s3.mangoplate.com/935297_1569159422312022.jpg,"['초콜릿', '음료', '초코', '초콜렛', '생각', '카페', '도씨', '케이크', '방문', '정도', '아이스크림', '진짜', '메뉴', '얼그레', '사람', '연남동', '빙수', '추천', '달콤한', '느낌', '주문', '전문점', '커피', '단맛', '크림', '초코빙수', '초코음료', '친구', '초코케이크', '디저트', '다크', '드링크', '마음', '초코맛', '전문', '다음', '바닐라', '카카오', '여기', '아이스', '이름', '아메리카노', '토핑', '조합', '행복', '취향', '평범', '가격', '핫초코', '자체']",-,0,0
29,장꼬방,서울특별시 서초구 강남대로61길 27,02-597-5511,37.49843404,127.0238146,4.1,https://mp-seoul-image-production-s3.mangoplate.com/576647_1538808578950581.jpg,"['팥빙수', '빙수', '찹쌀떡', '느낌', '얼음', '장꼬방', '생밤', '단팥죽', '생각', '우유얼음', '정도', '단맛', '진짜', '가격', '식감', '강남역', '사용', '적당', '가게', '팥죽', '근처', '밀크', '여름', '방문', '여기', '뭔가', '기분', '우유', '기본', '쑥찹쌀떡', '나름', '고명', '유명', '하나', '재료', '디저트', '엄마', '추천', '자체', '금년', '비교적', '일반', '강정이넘치는집', '건강', '밀탑', '이곳', '이상', '날씨', '자리', '빙수집']",-,0,0
30,동빙고,서울특별시 용산구 이촌로 319,02-794-7171,37.51792961,126.98235391,4.1,https://mp-seoul-image-production-s3.mangoplate.com/1366958_1657776220956412.jpg,"['팥빙수', '빙수', '동빙고', '얼음', '정도', '방문', '포장', '밀탑', '딸기빙수', '가격', '맛집', '가게', '우유얼음', '팥죽', '우유', '사람', '단맛', '느낌', '생각', '빙수집', '동부이촌동', '적당', '여름', '연유', '손님들', '자리', '주문', '이촌동', '웨이팅', '미숫가루', '특별', '진짜', '단팥죽', '수요미식회', '거기', '테이블', '이곳', '겨울', '날씨', '인기', '녹차빙수', '옛날', '기본', '추억', '에어컨', '시원', '시작', '딸기', '뭔가', '하나']",-,0,0
31,새소리물소리,경기도 성남시 수정구 오야남로38번길 10,031-723-7541,37.4545131,127.101971,4.1,https://mp-seoul-image-production-s3.mangoplate.com/1053478_1625972191345667.jpg,"['대추차', '팥빙수', '분위기', '한옥', '단팥죽', '팥죽', '사람', '자리', '생각', '쌍화차', '가격', '경단', '찻집', '주문', '카페', '여행', '빙수', '대추', '여름', '벌레', '테이블', '주말', '고즈넉', '전통', '한적', '자연', '우리', '공간', '여유', '풍경', '내부', '날씨', '새소리물소리', '위치한', '메뉴', '정도', '커피', '여기', '얼음', '느낌', '추천', '겨울', '새소리', '서울', '취향', '정원', '방문', '오미자차', '하나', '깔끔']",-,0,0
32,정동팥집,경기도 고양시 일산동구 장항로 86,031-907-3450,37.6323739,126.786077,4.1,https://mp-seoul-image-production-s3.mangoplate.com/232820/708415_1529909937554_97447,"['팥빙수', '빙수', '사람', '일산', '진짜', '단팥', '뭔가', '우유얼음', '최고', '생각', '정도', '인테리어', '이곳', '여름', '옛날']",-,0,0
33,금옥당,서울특별시 마포구 어울마당로 39,02-325-4040,37.54875586,126.9203014,4.1,https://mp-seoul-image-production-s3.mangoplate.com/278418/1192351_1585396830336_23617,"['빙수', '팥빙수', '생각', '녹차', '금옥당', '여기', '선물', '정도', '자리', '포장', '이름', '우유얼음', '식감', '재료', '옥루몽', '팥죽', '판매', '이번', '우유', '찹쌀떡', '대추', '매장', '다양', '재미', '평소', '가격', '우유생강빙수', '분위기', '주문', '경성팥집']",-,0,0
34,뚜쥬루,충청남도 천안시 동남구 풍세로 706,041-578-0036,36.77313287,127.13932944,4.1,https://mp-seoul-image-production-s3.mangoplate.com/634489_1557135508396447.jpg,"['유명', '빵집', '카페', '추천', '거북이빵', '마을', '뚜쥬루', '생각', '건물', '정도', '돌가마점', '재료', '하나', '뚜쥬르', '돌가마빵', '식감', '베이글', '에그타르트', '돌가마', '이름', '뚜레쥬르', '동네빵집', '돌가마만주', '팥앙금', '통밀', '프로', '대표', '실망', '이곳', '엄마', '때문', '입맛', '다음', '명물', '만쥬', '종류', '옥수수빵', '구매', '사람']",-,0,0
35,앙꼬,서울특별시 강남구 학동로56길 32,02-512-9877,37.5151344,127.0428681,4.1,https://mp-seoul-image-production-s3.mangoplate.com/354220/743008_1656975141789_79368,"['앙꼬', '팥빙수', '당고', '생각', '가게', '빙수', '정도', '메뉴', '디저트', '도라야끼', '리필', '가격', '미타라시', '만주', '앙금', '아메리카노', '사이즈', '궁금', '달달함', '은은', '방문', '기분', '근처', '재방문해', '준비', '얼음', '추천', '일본', '테이블', '포장', '검은깨', '식감', '일본식', '카페', '실망', '볼륨감', '놋그릇', '밀크', '전체적', '지난번', '도라에몽', '단짠단짠', '소스', '가능', '사람', '무엇', '강남구청역', '모나카', '취향', '하나']",-,0,0
36,호밀밭,서울특별시 서대문구 신촌역로 43,02-392-5345,37.5589466,126.9407142,4.0,https://mp-seoul-image-production-s3.mangoplate.com/1805557_1620790742977790.jpg,"['빙수', '딸기', '케이크', '호밀밭', '생크림', '얼음', '유명', '생각', '수박', '가격', '진짜', '여기', '딸기빙수', '여름', '크림', '팥빙수', '녹차빙수', '우유빙수', '과일', '우유얼음', '사람', '빙수집', '케익', '딸기케이크', '겨울', '시즌', '방문', '우유', '수박빙수', '녹차', '설빙', '자리', '맛집', '연유', '가성비', '근데', '리뷰', '과일빙수', '정도', '주문', '기본', '친구', '메뉴', '밀탑', '최고', '디저트', '신선', '자체', '이유', '비슷']",-,0,0
37,코인,서울특별시 중구 명동6길 10,02-753-1667,37.5628805,126.9841369,4.0,https://mp-seoul-image-production-s3.mangoplate.com/949232_1636392261471714.jpg,"['카페', '명동', '분위기', '아이스크림', '빙수', '녹차빙수', '생각', '녹차', '요거트', '커피', '서비스', '주문', '와플', '소파', '가격', '옛날', '음료', '조용', '느낌', '친절', '밀크티', '고풍', '자리', '유명', '공간', '아늑', '인테리어', '사람', '딸기', '테이블', '직원분', '진짜', '가성비', '신기', '정도', '망고', '다방', '평범', '메뉴', '편안', '아메리카노', '외국', '얼음', '추천', '최고', '이곳', '우유', '조용한', '스타일', '기분']",-,0,0
38,연희단팥죽,서울특별시 서대문구 연희로11가길 8-5,02-6082-2086,37.5679725,126.9289551,4.0,https://mp-seoul-image-production-s3.mangoplate.com/1592769_1591533949767635.jpg,"['단팥죽', '팥죽', '팥빙수', '적당', '디저트', '연희동', '연희단팥죽', '만족', '우유얼음', '인절미', '콩가루', '달달한', '빙수', '바닥', '분위기', '조용']",-,0,0
39,이미커피,서울특별시 마포구 동교로25길 7,02-6368-5228,37.5574856,126.9219106,3.9,https://mp-seoul-image-production-s3.mangoplate.com/17447_1519202922511994.jpg,"['디저트', '오렌지', '크림', '몽블랑', '복숭아', '커피', '카페', '빙수', '딸기', '분위기', '정도', '메뉴', '상큼', '음료', '딸기몽블랑', '생각', '타르트', '생크림', '진짜', '추천', '행복', '얼그레', '사람', '오렌지빙수', '방문', '기분', '뭔가', '친절', '이름', '근데', '가격', '주문', '홍대', '케이크', '바닐라', '다음', '시즌', '오치퐁', '타르트지', '리뷰', '조용', '평범', '특이', '치즈케익', '얼음', '아래', '전체적', '자리', '단맛', '페어링']",-,0,0
40,흰다정,강원도 속초시 수복로 248,070-8830-9322,38.209284,128.5913845,3.9,https://mp-seoul-image-production-s3.mangoplate.com/1972439_1622804028840543.jpg,"['빙수', '카페', '디저트', '조용', '사람', '방문', '푸딩', '코코넛', '우유빙수', '메뉴', '안미츠', '계절', '아이스크림', '느낌', '토마토']",-,0,0
41,마닐마닐,전라북도 전주시 완산구 태조로 29-1,063-283-8611,35.815338,127.1487631,3.9,https://mp-seoul-image-production-s3.mangoplate.com/135374/124232_1531037706469_8071,"['초콜릿', '카페', '사람', '커피', '깔끔', '드립커피', '한옥마을', '클레식', '초코', '생각', '전주', '경기전', '가게', '음료', '무화', '꿀밤', '파베초콜릿', '테라스', '단맛', '유자빙수', '조용', '분위기']",-,0,0
42,싸리재,인천광역시 중구 개항로 89-1,032-772-0470,37.4720981,126.632496,3.9,https://mp-seoul-image-production-s3.mangoplate.com/156307/1656584_1623569959332_19551,"['카페', '사장님', '커피', '빙수', '싸리재', '카페봉봉', '방문', '메뉴', '기분', '친절하시', '친절', '봉봉', '모카포트']",-,0,0
43,일르,경기도 안양시 동안구 평촌대로217번길 27,031-385-1112,37.39047277,126.95429013,3.9,https://mp-seoul-image-production-s3.mangoplate.com/938022_1604058697937588.jpg,"['빙수', '아이스크림', '일르', '얼음', '사람', '커피', '범계', '카페', '녹차빙수', '커피빙수', '자리', '내부', '녹차', '완전', '맛집']",-,0,0
44,수연산방,서울특별시 성북구 성북로26길 8,02-764-1736,37.5950516,126.9947503,3.8,https://mp-seoul-image-production-s3.mangoplate.com/467077_1580914829826117.jpg,"['단호박', '빙수', '분위기', '가격', '생각', '한옥', '주문', '수연산방', '고즈넉', '단호박빙수', '자리', '아이스크림', '메뉴', '사람', '저희', '인절미', '정도', '이태준', '얼음', '공간', '테이블', '방문', '웨이팅', '찻집', '친구', '건강', '기분', '쑥말차', '대추차', '성북동', '시원', '유명', '한과', '고택', '날씨', '주말', '외국', '범벅', '운치', '상허', '만원', '디저트', '직원분', '소설', '장소', '여름', '카페', '음식', '다음', '전통']",-,0,0
45,피오니,서울특별시 마포구 독막로7길 51,02-333-5325,37.55007093,126.91982947,3.8,https://mp-seoul-image-production-s3.mangoplate.com/222718/1168227_1577735052099_37320,"['딸기', '생크림', '케이크', '크림', '빙수', '케익', '피오니', '사람', '딸기케이크', '홍대', '카페', '방문', '생각', '정도', '가격', '시트', '디저트', '딸기빙수', '유명', '피오', '매장', '웨이팅', '평범', '바나나', '가게', '오랜만', '포장', '특별', '만족', '주문', '분위기', '근데', '조합', '메뉴', '느끼하지', '생크림케이크', '초코', '최고', '친구', '인기', '커피', '딸기케익', '스펀지', '동물성', '적당', '추천', '맛집', '진짜', '자리', '고소한']",-,0,0
46,담장옆에국화꽃,서울특별시 서초구 사평대로 205,02-591-1157,37.50369316,127.00582012,3.8,https://mp-seoul-image-production-s3.mangoplate.com/189943/142542_1620608129867_49345,"['빙수', '사람', '팥빙수', '대추', '생각', '카페', '진짜', '파미에스테이션', '담꽃', '수박빙수', '수정', '메뉴', '딸기빙수', '딸기', '녹차빙수', '종류', '수박', '얼음', '근데', '추천', '단호박', '건강', '단팥죽', '녹차팥빙수', '알바생', '이거', '스쿼시', '정도', '여기', '인용', '밤대추팥빙수', '인절미', '감귤', '자리', '이것', '탄산수', '우유', '음료', '다음', '여름', '가격', '의외', '수정과', '디저트', '녹차', '아이스크림', '달달하', '무난', '가성비', '따뜻한']",-,0,0
47,경성팥집옥루몽,서울특별시 서대문구 연대동문길 18,02-312-0015,37.56337985,126.94357031,3.8,https://mp-seoul-image-production-s3.mangoplate.com/584169_1507630936939717.jpg,"['빙수', '단팥죽', '단팥빵', '팥죽', '팥빙수', '옥루몽', '포장', '방문', '전통팥죽', '추천', '메뉴', '흑임자빙수', '흑임자', '환상']",-,0,0
